URL,TTL,Response_Message
thesnipergodproxy.github.ioruanonymizer,0,"thesnipergodproxy.github.ioruanonymizer: Name or service not known
"
thesnipergodproxy.github.ioruanonymizer,1,"Cannot handle ""host"" cmdline arg `thesnipergodproxy.github.ioruanonymizer' on position 1 (argc 4)
"
