URL,category_code,category_description,date_added,source,notes
lugansk-online.su,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
lugansk.site,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
lugansk1.info,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
lurkmore.to,POLR,Political Criticism,2014-04-15,citizenlab,
luxtorrents.com,NEWS,News Media,2014-04-15,citizenlab,
maidan.org.ua,NEWS,News Media,2014-04-15,citizenlab,
maidanua.org,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
mail.goon.ru,COMT,Communication Tools,2014-04-15,citizenlab,
mail.km.ru,COMT,Communication Tools,2014-04-15,citizenlab,
mail.rambler.ru,COMT,Communication Tools,2014-04-15,citizenlab,
mail.ru,NEWS,News Media,2014-04-15,citizenlab,
mail.wmid.com,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
mail.yandex.ua,COMT,Communication Tools,2017-12-16,oonitarian,sanction list
mamadu.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
mamadu.rutransl.htm,COMT,Communication Tools,2014-04-15,citizenlab,
marketgid.com,NEWS,News Media,2014-04-15,citizenlab,
maxim-sokolov.livejournal.com,GOVT,Government,2014-04-15,citizenlab,
mc-masters.livejournal.com,GOVT,Government,2014-04-15,citizenlab,
mchs-lnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mentalprograms.narod.ru,MMED,Media sharing,2014-04-15,citizenlab,
merchant.webmoney.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
merchant.wmtransfer.com,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
merlnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
meta.wikimedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
metayogg.at.ua,NEWS,News Media,2014-04-15,citizenlab,
mgb-dnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mgblnr.org,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mgm.com.ua,NEWS,News Media,2014-04-15,citizenlab,
miaistok.su,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
mignews.com.ua,NEWS,News Media,2014-04-15,citizenlab,
mikhed.newmail.ru,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
mikhed.newmail.rurufree_proxycgi-proxy.htm,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
milli-mejlis.blogspot.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,
mincult.govdnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
minfindnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
minfinlnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mini.webmoney.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
mini.wmtransfer.com,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
minjust-dnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
minobr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
minpromlnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
minstroy-dnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
minstroylnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mintek-dnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mintop.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mintrudlnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mister-tt.livejournal.com,GOVT,Government,2014-04-15,citizenlab,
mn.rumoscow_people20120124310329193.html,NEWS,News Media,2014-04-15,citizenlab,
mnk.org.ua,NEWS,News Media,2014-04-15,citizenlab,
mobile.vgtrk.com,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
mondnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
money.yandex.ru,COMM,E-commerce,2017-12-16,oonitarian,sanctions list
moyashkola.com,NEWS,News Media,2014-04-15,citizenlab,
mprlnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mshiplnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mslnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mtspdnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mtur.rk.gov.ruruindex,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mu-lnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
multvkino.tlum.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
music.yandex.ua,CULTR,Culture,2017-12-16,oonitarian,sanction list
mvddnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
mvdlnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
my.lesbi.name,LGBT,LGBT,2014-04-15,citizenlab,
mynews-in.netnewspolitics200708021160874.html,POLR,Political Criticism,2014-04-15,citizenlab,
nahnews.org,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
nakur.ruckp.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
namarsh.ru,POLR,Political Criticism,2014-04-15,citizenlab,
nardemsoyuz.ru,POLR,Political Criticism,2014-04-15,citizenlab,
nashi.nb-info.org,NEWS,News Media,2014-04-15,citizenlab,
naspravdi.info,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
navalny.livejournal.com,NEWS,News Media,2014-04-15,citizenlab,
navalny.platosha.ru,POLR,Political Criticism,2014-04-15,citizenlab,
navalny.punkchords.com,POLR,Political Criticism,2014-04-15,citizenlab,
navalny.zona.me,POLR,Political Criticism,2014-04-15,citizenlab,
naviny.by,NEWS,News Media,2014-04-15,citizenlab,
nblog.in,POLR,Political Criticism,2014-04-15,citizenlab,
nbnews.com,NEWS,News Media,2014-04-15,citizenlab,
nbp-video.org,MMED,Media sharing,2014-04-15,citizenlab,
new-faceparty.com,GRP,Social Networking,2014-04-15,citizenlab,
news-front.info,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
news-front.info,NEWS,News Media,2018-02-23,igorv,
news.bbc.co.ukhirussian,NEWS,News Media,2014-04-15,citizenlab,
news.dt.ua,NEWS,News Media,2014-04-15,citizenlab,
news.intv.ua,NEWS,News Media,2014-04-15,citizenlab,
news.liga.net,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
news.strela.zp.ua,NEWS,News Media,2014-04-15,citizenlab,
news.tochka.net,NEWS,News Media,2014-04-15,citizenlab,
news.yandex.ru,NEWS,News Media,2017-12-16,oonitarian,sanction list
newsland.com,NEWS,News Media,2014-04-15,citizenlab,
newsru.com.ua,NEWS,News Media,2014-04-15,citizenlab,
newsru.com,NEWS,News Media,2014-04-15,citizenlab,
newzz.in.ua,NEWS,News Media,2014-04-15,citizenlab,
nkd-sovest.com,POLR,Political Criticism,2014-04-15,citizenlab,
nm-g.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
nordrus-norna.livejournal.com,HATE,Hate Speech,2014-04-15,citizenlab,
novopressa.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
novorosinform.org,NEWS,News Media,2018-02-23,igorv,
novoross.info,NEWS,News Media,2018-02-23,igorv,
novorossia-tv.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
novorossia.pro,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
novorossia.su,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
novorossia.today,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
novorossiia.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
novorossiy.info,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
novorus.info,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
novosti-tchasa.com,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
novosti.dn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
nr2.com.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
nrt24.ru,NEWS,News Media,2018-02-23,igorv,
ns-wp.ws,HATE,Hate Speech,2014-04-15,citizenlab,
nslnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
nt1941.su,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
nts-tv.com,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
ntvplus.ru,NEWS,News Media,2018-02-23,igorv,
nuclearno.ru,ENV,Environment,2014-04-15,citizenlab,
nvrus.org,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
o-leusenko-politolog.blogspot.com,NEWS,News Media,2014-04-15,citizenlab,
obkom.net.ua,NEWS,News Media,2014-04-15,citizenlab,
oblicomorale.blogspot.com,NEWS,News Media,2014-04-15,citizenlab,
obozrevatel.com,NEWS,News Media,2014-04-15,citizenlab,
odnarodyna.org,NEWS,News Media,2018-02-23,igorv,
ok-gazeta.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
ok.ru,GRP,Social Networking,2017-12-16,oonitarian,sanction list
ok.rugoogle55e918a7d2970a76.html,ANON,Anonymization and circumvention tools,2017-05-31,David Fifield,Canary URL used by the FreeU web browser to test blocking of VKontakte (bugs.torproject.org22369#comment:5)
okkupatsiya.net,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
okpz.freeservers.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,
omen.ru,DATE,Online Dating,2014-04-15,citizenlab,
on-line.lg.ua,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
onlinefilms.com.ua,MISC,Miscelaneous content,2014-04-15,citizenlab,
oper-v-zakone.livejournal.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,
osp-ua.info,NEWS,News Media,2014-04-15,citizenlab,
otr-online.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
otradnoe-msk.ruindex.phpthe-news129-2011-11-07-21-17-54,NEWS,News Media,2014-04-15,citizenlab,
passiya.com,DATE,Online Dating,2014-04-15,citizenlab,
passport.webmoney.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
paymaster.ua,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
pda.epravda.com.ua,NEWS,News Media,2014-04-15,citizenlab,
peoplefirst.org.ua,NEWS,News Media,2014-04-15,citizenlab,
pictureview.com,MMED,Media sharing,2014-04-15,citizenlab,
pipetka.net,MMED,Media sharing,2014-04-15,citizenlab,
piter.indymedia.ru,NEWS,News Media,2014-04-15,citizenlab,
plainnews.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
platonlebedev.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
pocciy.com,NEWS,News Media,2014-04-15,citizenlab,
pochta.ru,COMT,Communication Tools,2014-04-15,citizenlab,
podrobnosti.ua,NEWS,News Media,2014-04-15,citizenlab,
polemika.com.ua,NEWS,News Media,2014-04-15,citizenlab,
politcentr.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
polithexogen.ru,NEWS,News Media,2014-04-15,citizenlab,
politiko.uablogpost82463,NEWS,News Media,2014-04-15,citizenlab,
politzeki.mypeople.ru,POLR,Political Criticism,2014-04-15,citizenlab,
pornhub.com,NEWS,News Media,2014-04-15,citizenlab,
pornolab.net,PORN,Pornography,2014-04-15,citizenlab,
poroshki.tv,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
postrana.narod.ru,POLR,Political Criticism,2014-04-15,citizenlab,
pravda.com.ua,NEWS,News Media,2014-04-15,citizenlab,
pravda.dn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
pravdanaroda.info,NEWS,News Media,2014-04-15,citizenlab,
pravdaoputine.ru,NEWS,News Media,2014-04-15,citizenlab,
pravdoryb.info,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
pravo.org.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
preservativ.chat.ru,XED,Sex Education,2014-04-15,citizenlab,
propivo.org.ua,PORN,Pornography,2014-04-15,citizenlab,
protiv-putina.ru,POLR,Political Criticism,2014-04-15,citizenlab,
proua.com,NEWS,News Media,2014-04-15,citizenlab,
provokator-ua.narod.ru,PROV,Provocative Attire,2014-04-15,citizenlab,
psyplants.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
pt.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
publicpost.rublogid1284,NEWS,News Media,2014-04-15,citizenlab,
punto.ru,SRCH,Search Engines,2014-04-15,citizenlab,
pussy-riot.livejournal.com,NEWS,News Media,2014-04-15,citizenlab,
pussy-riot.livejournal.com11352.html,NEWS,News Media,2014-04-15,citizenlab,
pussy-riot.livejournal.com12442.html,NEWS,News Media,2014-04-15,citizenlab,
pussy-riot.livejournal.com12658.html,NEWS,News Media,2014-04-15,citizenlab,
pussy-riot.livejournal.com5164.html,NEWS,News Media,2014-04-15,citizenlab,
pussy-riot.livejournal.com5497.html,NEWS,News Media,2014-04-15,citizenlab,
pussy-riot.livejournal.com5763.html,NEWS,News Media,2014-04-15,citizenlab,
pussy-riot.livejournal.com8459.html,NEWS,News Media,2014-04-15,citizenlab,
putinbog.wordpress.com,NEWS,News Media,2014-04-15,citizenlab,
putinhuy.com,POLR,Political Criticism,2014-04-15,citizenlab,
queerussia.info,LGBT,LGBT,2014-04-15,citizenlab,
radiovera.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
raznesi.infoblog,NEWS,News Media,2014-04-15,citizenlab,
rbth.ru,NEWS,News Media,2014-04-15,citizenlab,
rbth.rulgbt_in_russia,LGBT,LGBT,2014-04-15,citizenlab,
rchemlab.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
realty.ria.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
redenginejeans.com,COMM,E-commerce,2014-04-15,citizenlab,
redray-lnr-news.su,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
reinform.livejournal.com,MISC,Miscelaneous content,2014-04-15,citizenlab,
ren.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
reporter-crimea.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
republic-tv.ru,NEWS,News Media,2018-03-15,ksenia,TV channel of DNR Eastern Ukraine from new ministry of information blocklist proposal
ria.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
ria.rusn,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
riafan.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
riarating.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
rk.gov.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
rko.marsho.net,HATE,Hate Speech,2014-04-15,citizenlab,
rsport.ria.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
rst-dnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
rt.com,NEWS,News Media,2014-04-15,citizenlab,
rtr-planeta.com,NEWS,News Media,2017-10-16,igorv,
ru-an.info,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
ru.tsn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
ru.wiktionary.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
ru.yahoo.com,SRCH,Search Engines,2014-04-15,citizenlab,
rublacklist.net,NEWS,News Media,2014-04-15,citizenlab,
rus.katyusha.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
rus.newsru.ua,NEWS,News Media,2014-04-15,citizenlab,
ruskline.ru,NEWS,News Media,2018-03-15,ksenia,new ministry of information blocklist proposal
rusnext.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
ruspravda.info,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
rusrep.ruarticle20120224pussy_riot,NEWS,News Media,2014-04-15,citizenlab,
russia.indymedia.org,NEWS,News Media,2014-04-15,citizenlab,
russialist.org,NEWS,News Media,2014-04-15,citizenlab,
russian.rt.com,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
rusvesna.su,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
rutor.org,FILE,File-sharing,2014-04-15,citizenlab,
rutracker.org,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
rwaho.wordpress.com,LGBT,LGBT,2014-04-15,citizenlab,
rybakov.spb.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
s-mahat.ru,HATE,Hate Speech,2014-04-15,citizenlab,
s-narodom.ru,NEWS,News Media,2018-03-15,ksenia,Eastern Ukrainian pro-Russian website from the new ministry of information blocklist proposal
sale-smoke.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
scripts.protoplex.ru,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
scripts.protoplex.ruscripts_show1812.html,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
security.webmoney.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
security.wmtransfer.com,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
semyanich.co,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
sevastopol.press,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
sevbat.com.ua,NEWS,News Media,2014-04-15,citizenlab,
sexbomba.ru,PORN,Pornography,2014-04-15,citizenlab,
sexeducation.report.ru,XED,Sex Education,2014-04-15,citizenlab,
sexfilm.al.ru,PORN,Pornography,2014-04-15,citizenlab,
sexparty.ro,PORN,Pornography,2014-04-15,citizenlab,
sexshop.nm.ru,PORN,Pornography,2014-04-15,citizenlab,
sexword.net.ru,PORN,Pornography,2014-04-15,citizenlab,
seyfullah.tauhid.biz,HATE,Hate Speech,2014-04-15,citizenlab,
shaman.aha.ru,REL,Religion,2014-04-15,citizenlab,
shopcd.com.ua,PORN,Pornography,2014-04-15,citizenlab,
shopmixes.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
sibspice.biz,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
siburbia.rucolumnspussy-riot-udelyivayut-metro,NEWS,News Media,2014-04-15,citizenlab,
slavdelo.dn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
slavgromada.wordpress.com,POLR,Political Criticism,2017-10-16,igorv,
slavinfo.dn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
slon.ru,NEWS,News Media,2014-04-15,citizenlab,
smdnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
sms-date.ru,DATE,Online Dating,2014-04-15,citizenlab,
snr24.com,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
socportal.info,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
soft-ru.fatal.ru,MMED,Media sharing,2014-04-15,citizenlab,
soft.li.ru,MMED,Media sharing,2014-04-15,citizenlab,
soprotivlenie.marsho.net,MILX,Terrorism and Militants,2014-04-15,citizenlab,
soskin.blogspot.com,NEWS,News Media,2014-04-15,citizenlab,
south-gir.livejournal.com,GOVT,Government,2014-04-15,citizenlab,
sova-center.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
sovminlnr.ru,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
sptimes.ruindex.php?action_id=2&story_id=35092,NEWS,News Media,2014-04-15,citizenlab,
sputniknews.com,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
squarespace.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
stalinism.newmail.ru,POLR,Political Criticism,2014-04-15,citizenlab,
stalinism.ru,POLR,Political Criticism,2014-04-15,citizenlab,
stoyakin.org.ua,NEWS,News Media,2014-04-15,citizenlab,
subscribe.ru,NEWS,News Media,2014-04-15,citizenlab,
surfshield.net,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
tabloid.com.ua,NEWS,News Media,2014-04-15,citizenlab,
telepay.webmoney.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
thecircle.org.au,FILE,File-sharing,2014-04-15,citizenlab,
tk-union.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
tnt-online.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
tochka.net,NEWS,News Media,2014-04-15,citizenlab,
tolerance.ngo.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
top.jdu.ru,DATE,Online Dating,2014-04-15,citizenlab,
topics.nytimes.com,NEWS,News Media,2014-04-15,citizenlab,
topless.com.ua,PORN,Pornography,2014-04-15,citizenlab,
tor4.su,PORN,Pornography,2014-04-15,citizenlab,
torrents.net.ua,NEWS,News Media,2014-04-15,citizenlab,
torrentsfilm.com,NEWS,News Media,2014-04-15,citizenlab,
translate.yandex.ru,SRCH,Search Engines,2017-12-16,oonitarian,sanction list
trk-luch.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
trkmillet.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
truesite.ru,REL,Religion,2014-04-15,citizenlab,
tsiklnr.su,GOVT,Government,2018-05-28,ksenia,Order of the President of Ukraine 126
tsn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
turbobit.net,NEWS,News Media,2014-04-15,citizenlab,
tv.rbc.ru,NEWS,News Media,2018-02-23,igorv,
tvkultura.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
tvrain.ru,NEWS,News Media,2014-04-15,citizenlab,
tvzvezda.ru,NEWS,News Media,2018-02-23,igorv,
twitter.com#!pussy_riot,NEWS,News Media,2014-04-15,citizenlab,
twitter.comnovostidnua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
twitter.comrulgbtnet,LGBT,LGBT,2014-04-15,citizenlab,
tyzhden.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
ua-today.com,NEWS,News Media,2014-04-15,citizenlab,
uainfo.censor.net.ua,NEWS,News Media,2014-04-15,citizenlab,
uainforg.livejournal.com,NEWS,News Media,2014-04-15,citizenlab,
ubop.net.ua,NEWS,News Media,2014-04-15,citizenlab,
ubp.com.ua,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
ufa.realstaf.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
uk.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country
ukr-blog.in.ua,NEWS,News Media,2014-04-15,citizenlab,
ukr.aif.ru,NEWS,News Media,2014-04-15,citizenlab,
ukr.net,NEWS,News Media,2014-04-15,citizenlab,
ukraina.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
ukraineanalysis.wordpress.com,NEWS,News Media,2014-04-15,citizenlab,
ukrainianweek.com,NEWS,News Media,2014-04-15,citizenlab,
ukrinfonews.com.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
ukrnews24.com,NEWS,News Media,2014-04-15,citizenlab,
uncyclopedia.wikia.comwikimain_page,NEWS,News Media,2014-04-15,citizenlab,
ungheni.ru,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
unian.net,NEWS,News Media,2014-04-15,citizenlab,
update.brwsrapi.comblckd.json,ANON,Anonymization and circumvention tools,2017-05-31,David Fifield,FreeU web browser list of potentially blocked domains (bugs.torproject.org22369#comment:3)
update.mrbrwsr.comblckd.json,ANON,Anonymization and circumvention tools,2017-05-31,David Fifield,FreeU web browser list of potentially blocked domains (bugs.torproject.org22369#comment:3)
update.savebrwsr.comblckd.json,ANON,Anonymization and circumvention tools,2017-05-31,David Fifield,FreeU web browser list of potentially blocked domains (bugs.torproject.org22369#comment:3)
update.svbrwsr.comblckd.json,ANON,Anonymization and circumvention tools,2017-05-31,David Fifield,FreeU web browser list of potentially blocked domains (bugs.torproject.org22369#comment:3)
update.updtapi.comblckd.json,ANON,Anonymization and circumvention tools,2017-05-31,David Fifield,FreeU web browser list of potentially blocked domains (bugs.torproject.org22369#comment:3)
update.updtbrwsr.comblckd.json,ANON,Anonymization and circumvention tools,2017-05-31,David Fifield,FreeU web browser list of potentially blocked domains (bugs.torproject.org22369#comment:3)
ura.dn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
urbantimes.co,NEWS,News Media,2014-04-15,citizenlab,
vdagestan.com,MILX,Terrorism and Militants,2014-04-15,citizenlab,
vdagestan.info,MILX,Terrorism and Militants,2014-04-15,citizenlab,
versii.com,NEWS,News Media,2014-04-15,citizenlab,
vesna-info.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
vgolos.com.ua,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
vgtrk.com,NEWS,News Media,2018-02-23,igorv,
video-one.com,PORN,Pornography,2014-04-15,citizenlab,
video.bigmir.net,NEWS,News Media,2014-04-15,citizenlab,
video.meta.ua,NEWS,News Media,2014-04-15,citizenlab,
vk.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,
vk.comlive_ukr,NEWS,News Media,2014-04-15,citizenlab,
vk.comminitrue,NEWS,News Media,2014-04-15,citizenlab,
