URL,category_code,category_description,date_added,source,notes
vk.comping.txt,ANON,Anonymization and circumvention tools,2017-05-31,David Fifield,Canary URL used by the FreeU web browser to test blocking of VKontakte (bugs.torproject.org22369#comment:5)
vk.compublic62043361,POLR,Political Criticism,2014-04-15,citizenlab,
vkontakte.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
vresearche.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
vsednr.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
vsereferaty.ru,SRCH,Search Engines,2014-04-15,citizenlab,
vsezoo.com,PORN,Pornography,2014-04-15,citizenlab,
vsyapravda.com,NEWS,News Media,2014-04-15,citizenlab,
vybory2006.likar.info,POLR,Political Criticism,2014-04-15,citizenlab,
wbc.com.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
webmaster.yandex.ru,HACK,Hacking Tools,2017-12-16,oonitarian,sanction list
webmoney.ua,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
weedhash.biz,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
wiki.webmoney.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
withdraw.web.money,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
wm-factor.com.ua,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
wm.exchanger.money,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
wmsc1.webmoney.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
world.time.com,NEWS,News Media,2014-04-15,citizenlab,
06239.com.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
06252.com.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
06257.in.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
06274.com.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
1c-bitrix.ru,GRP,Social Networking,2014-04-15,citizenlab,
1sev.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
1tv.com,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
1tv.ru,NEWS,News Media,2014-04-15,citizenlab,
1tv.ru,NEWS,News Media,2017-10-16,igorv,
5-tv.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
5.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
62.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
6264.com.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
7ya.ru,XED,Sex Education,2014-04-15,citizenlab,
7ya.rupubcontr,XED,Sex Education,2014-04-15,citizenlab,
adcoalition.org.ua,NEWS,News Media,2014-04-15,citizenlab,
aej.org.ua,NEWS,News Media,2014-04-15,citizenlab,
afew.org,PUBH,Public Health,2014-04-15,citizenlab,
afew.orgrussian,PUBH,Public Health,2014-04-15,citizenlab,
afisha.ruarticlepussy-riot-against-putin,NEWS,News Media,2014-04-15,citizenlab,
agava.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
agava.ruhosting,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
agentura.ru,PROV,Provocative Attire,2014-04-15,citizenlab,
agitclub.ru,POLR,Political Criticism,2014-04-15,citizenlab,
aglob.ru,POLR,Political Criticism,2014-04-15,citizenlab,
aids.ru,XED,Sex Education,2014-04-15,citizenlab,
aids.rupreventsafesex.shtml,XED,Sex Education,2014-04-15,citizenlab,
aif.ru,NEWS,News Media,2014-04-15,citizenlab,
akm.ru,NEWS,News Media,2014-04-15,citizenlab,
akmshalom.com,MISC,Miscelaneous content,2014-04-15,citizenlab,
alco.ru,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
alexey-pichugin.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
alexhost.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
alternativy.ru,POLR,Political Criticism,2014-04-15,citizenlab,
amnestyusa.orgsitesdefaultcustom-scriptsrussia,HUMR,Human Rights Issues,2014-04-15,citizenlab,
annacasino.ru,GMB,Gambling,2014-04-15,citizenlab,
anticompromat.ru,POLR,Political Criticism,2014-04-15,citizenlab,
antifa.com.ua,MISC,Miscelaneous content,2014-04-15,citizenlab,
antifa.hrworld.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
antirev.ru,POLR,Political Criticism,2014-04-15,citizenlab,
apn.ru,NEWS,News Media,2014-04-15,citizenlab,
aport.ru,SRCH,Search Engines,2014-04-15,citizenlab,
araxgroup.ru,MMED,Media sharing,2014-04-15,citizenlab,
avtoazov.com.ua,COMM,E-commerce,2014-04-15,citizenlab,
awz.ru,MMED,Media sharing,2014-04-15,citizenlab,
bakerlawfirm.com,COMM,E-commerce,2014-04-15,citizenlab,
bbc.co.uknewsworld-europe-17187572,NEWS,News Media,2014-04-15,citizenlab,
beehost.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
bestrussiandating.com,DATE,Online Dating,2014-04-15,citizenlab,
bezcenzury.ru,POLR,Political Criticism,2014-04-15,citizenlab,
bitnet.ru,HACK,Hacking Tools,2014-04-15,citizenlab,
bitnet.rupsychohacker.html,HACK,Hacking Tools,2014-04-15,citizenlab,
bitrixsoft.ru,GRP,Social Networking,2014-04-15,citizenlab,
blackblocg.info,HATE,Hate Speech,2014-04-15,citizenlab,
blackseanews.net,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
blogdir.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
bloglenta.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
blogonline.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
blogonline.ru?auth=1,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
bober-tv.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
breakingnews.ie,NEWS,News Media,2014-04-15,citizenlab,
buddhism.ru,REL,Religion,2014-04-15,citizenlab,
business-humanrights.orgdocumentsrussia_human_rights_abuses_2014_winter_olympic_games,HUMR,Human Rights Issues,2014-04-15,citizenlab,
businesshosting.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
businessweek.com,NEWS,News Media,2014-04-15,citizenlab,
c-inform.info,NEWS,News Media,2018-03-15,ksenia,Crimean pro-Russian website from new ministry of information blocklist proposal
capitaller.ru,COMM,E-commerce,2018-05-28,ksenia,Order of the President of Ukraine 126
carnegie.ru,POLR,Political Criticism,2014-04-15,citizenlab,
casino2000.ru,GMB,Gambling,2014-04-15,citizenlab,
casinoking.com,GMB,Gambling,2014-04-15,citizenlab,
chechentimes.net,COMM,E-commerce,2014-04-15,citizenlab,
chekhlayzer.blogspot.ru,MILX,Terrorism and Militants,2014-04-15,citizenlab,
citizens.ru,POLR,Political Criticism,2014-04-15,citizenlab,
civitas.ru,POLR,Political Criticism,2014-04-15,citizenlab,
cjes.ru,NEWS,News Media,2014-04-15,citizenlab,
cnews.ru,NEWS,News Media,2014-04-15,citizenlab,
compromat.ru,NEWS,News Media,2014-04-15,citizenlab,
contr-tv.ru,NEWS,News Media,2014-04-15,citizenlab,
copris.com,MISC,Miscelaneous content,2014-04-15,citizenlab,
copris.commco,HUMR,Human Rights Issues,2014-04-15,citizenlab,
daymohk.org,MILX,Terrorism and Militants,2014-04-15,citizenlab,
democracy.ru,POLR,Political Criticism,2014-04-15,citizenlab,
demokratia.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
diary.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
dikoe-pole.info,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
dishisvobodno.ru,ENV,Environment,2014-04-15,citizenlab,
dn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
domkino-premium.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
domkino.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
download.ru,MMED,Media sharing,2014-04-15,citizenlab,
dpni.ru,POLR,Political Criticism,2014-04-15,citizenlab,
drinkshop.ru,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
drweb.ru,HACK,Hacking Tools,2017-12-16,oonitarian,sanctions list
duel.ru,POLR,Political Criticism,2014-04-15,citizenlab,
dw.de,NEWS,News Media,2014-04-15,citizenlab,
ebaka.ru,PORN,Pornography,2014-04-15,citizenlab,
echo.msk.ru,NEWS,News Media,2014-04-15,citizenlab,
echo.msk.rublognavalny,POLR,Political Criticism,2014-04-15,citizenlab,
ecodefense.ru,ENV,Environment,2014-04-15,citizenlab,
ecom-info.spb.ru,ENV,Environment,2014-04-15,citizenlab,
ej.ru,NEWS,News Media,2014-04-15,citizenlab,
eliberator.ru,NEWS,News Media,2014-04-15,citizenlab,
euractiv.com,NEWS,News Media,2014-04-15,citizenlab,
euro.who.int,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
europaplus.ru,CULTR,Culture,2014-04-15,citizenlab,
exile.ru,NEWS,News Media,2014-04-15,citizenlab,
expres.ua,NEWS,News Media,2014-04-15,citizenlab,
facebook.comboycottsochi2014,HUMR,Human Rights Issues,2014-04-15,citizenlab,
facebook.comlgbt.russia,LGBT,LGBT,2014-04-15,citizenlab,
facebook.comnosochi2014,HUMR,Human Rights Issues,2014-04-15,citizenlab,
fairhost.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
family-planning.ru,XED,Sex Education,2014-04-15,citizenlab,
fank.ru,PORN,Pornography,2014-04-15,citizenlab,
filesearch.ru,SRCH,Search Engines,2014-04-15,citizenlab,
flb.ru,NEWS,News Media,2014-04-15,citizenlab,
flirt.com.ua,DATE,Online Dating,2014-04-15,citizenlab,
forbes.com,NEWS,News Media,2014-04-15,citizenlab,
forest.ru,ENV,Environment,2014-04-15,citizenlab,
format18.org,POLR,Political Criticism,2014-04-15,citizenlab,
freedomhouse.org.ua,HUMR,Human Rights Issues,2014-04-15,citizenlab,
freeproxy.ru,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
gay-forum.com.ua,LGBT,LGBT,2014-04-15,citizenlab,
gay.ru,NEWS,News Media,2014-04-15,citizenlab,
gaynews.ru,NEWS,News Media,2014-04-15,citizenlab,
gayrussia.eu,LGBT,LGBT,2014-04-15,citizenlab,
gayvideo.ru,LGBT,LGBT,2014-04-15,citizenlab,
gazeta.ru,NEWS,News Media,2014-04-15,citizenlab,
gazeta.rusocial201202274013957.shtml,NEWS,News Media,2014-04-15,citizenlab,
gdf.ru,NEWS,News Media,2014-04-15,citizenlab,
geo.orthodoxy.ru,REL,Religion,2014-04-15,citizenlab,
getto.ru,POLR,Political Criticism,2014-04-15,citizenlab,
globalequality.orgnewsroomlatest-news1-in-the-news186-the-facts-on-lgbt-rights-in-russia,LGBT,LGBT,2014-04-15,citizenlab,
gmail.ru,COMT,Communication Tools,2014-04-15,citizenlab,
gmirussia.ru,COMT,Communication Tools,2014-04-15,citizenlab,
goldfaq.ru,MMED,Media sharing,2014-04-15,citizenlab,
goldfishka.com,GMB,Gambling,2014-04-15,citizenlab,
goldfishka.ru,GMB,Gambling,2014-04-15,citizenlab,
google.ru,SRCH,Search Engines,2014-04-15,citizenlab,
grandcasino.ru,GMB,Gambling,2014-04-15,citizenlab,
grani.ru,NEWS,News Media,2014-04-15,citizenlab,
greenpeace.orgrussia,ENV,Environment,2014-04-15,citizenlab,
gtrklnr.com,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
guardian.co.ukcommentisfree2012feb03pussy-riot-kremlin-protest-riot-grrrl,NEWS,News Media,2014-04-15,citizenlab,
guardian.co.ukworld2012feb02pussy-riot-protest-russia,NEWS,News Media,2014-04-15,citizenlab,
gulag.ipvnews.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,
habrahabr.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
hackmoney.ru,HACK,Hacking Tools,2014-04-15,citizenlab,
hakamada.ru,POLR,Political Criticism,2014-04-15,citizenlab,
hateit.ru,HATE,Hate Speech,2014-04-15,citizenlab,
hizb-russia.info,POLR,Political Criticism,2014-04-15,citizenlab,
holiday.ru,DATE,Online Dating,2014-04-15,citizenlab,
homo-aphorism.narod.ru,LGBT,LGBT,2014-04-15,citizenlab,
hrights.ru,POLR,Political Criticism,2014-04-15,citizenlab,
hro.org,NEWS,News Media,2014-04-15,citizenlab,
hrpublishers.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,
hrw.orgnode113248,HUMR,Human Rights Issues,2014-04-15,citizenlab,
hrw.orgpeople-and-power-2014-sochi-olympics,HUMR,Human Rights Issues,2014-04-15,citizenlab,
hrw.orgrussianpressrussia2003131103_army.html,PUBH,Public Health,2014-04-15,citizenlab,
hrw.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
hunafa.com,MILX,Terrorism and Militants,2014-04-15,citizenlab,
hunafa.info,MILX,Terrorism and Militants,2014-04-15,citizenlab,
ichkeria.info,NEWS,News Media,2014-04-15,citizenlab,
iea.ru,ECON,Economics,2014-04-15,citizenlab,
ikd.ru,POLR,Political Criticism,2014-04-15,citizenlab,
inauka.ru,NEWS,News Media,2014-04-15,citizenlab,
inauka.rublogs,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
indiegogo.comprojectsknow-sochi-olympics-on-the-land-of-genocide,HUMR,Human Rights Issues,2014-04-15,citizenlab,
ingushetiya.ru,POLR,Political Criticism,2014-04-15,citizenlab,
inopressa.ru,NEWS,News Media,2014-04-15,citizenlab,
interfax.co.uk,NEWS,News Media,2014-04-15,citizenlab,
interfax.ru,NEWS,News Media,2014-04-15,citizenlab,
internews.ru,NEWS,News Media,2014-04-15,citizenlab,
irex.ru,NEWS,News Media,2014-04-15,citizenlab,
islam.ru,REL,Religion,2014-04-15,citizenlab,
islam.ruhutbahalifat,REL,Religion,2014-04-15,citizenlab,
islamdin.biz,HATE,Hate Speech,2014-04-15,citizenlab,
islamdin.com,HATE,Hate Speech,2014-04-15,citizenlab,
islamdin.tv,HATE,Hate Speech,2014-04-15,citizenlab,
isn.ethz.ch,NEWS,News Media,2014-04-15,citizenlab,
ispovednik.com,REL,Religion,2014-04-15,citizenlab,
itar-tass.com,NEWS,News Media,2014-04-15,citizenlab,
iucn.ru,ENV,Environment,2014-04-15,citizenlab,
jino.ru,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
jw.orgen,HUMR,Human Rights Issues,2014-04-15,citizenlab,
kanal-o.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
karusel-tv.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
kasparov.ru,NEWS,News Media,2014-04-15,citizenlab,
kavkazcenter.com,MILX,Terrorism and Militants,2014-04-15,citizenlab,
kavkazcenter.info,MILX,Terrorism and Militants,2014-04-15,citizenlab,
kavkazcenter.net,MILX,Terrorism and Militants,2014-04-15,citizenlab,
kavkazchat.com,REL,Religion,2014-04-15,citizenlab,
kavkazjihad.com,MILX,Terrorism and Militants,2014-04-15,citizenlab,
kavkazweb.net,NEWS,News Media,2014-04-15,citizenlab,
kazak-chita.ru,POLR,Political Criticism,2014-04-15,citizenlab,
khodorkovsky.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
kianews.com.ua,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
kinopoisk.ru,CULTR,Culture,2017-12-16,oonitarian,sanctions list
kommersant.ru,NEWS,News Media,2014-04-15,citizenlab,
kp.ru,NEWS,News Media,2014-04-15,citizenlab,
ksdi.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
kupiproday.ru,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
kyivpost.com,NEWS,News Media,2014-04-15,citizenlab,
lenta.ru,NEWS,News Media,2014-04-15,citizenlab,
lesbi.ru,LGBT,LGBT,2014-04-15,citizenlab,
leviy.ru,POLR,Political Criticism,2014-04-15,citizenlab,
lgbt-ep.eutagrussia,LGBT,LGBT,2014-04-15,citizenlab,
lgbtnet.ruen,LGBT,LGBT,2014-04-15,citizenlab,
liberal.ru,POLR,Political Criticism,2014-04-15,citizenlab,
libertarium.ru,NEWS,News Media,2014-04-15,citizenlab,
libertarium.rulibertariumsorm,POLR,Political Criticism,2014-04-15,citizenlab,
liga.net,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
litsa.com.uablogs,NEWS,News Media,2014-04-15,citizenlab,
livejournal.ruthemesid39503,NEWS,News Media,2014-04-15,citizenlab,
loto.ru,GMB,Gambling,2014-04-15,citizenlab,
lotoru.com,GMB,Gambling,2014-04-15,citizenlab,
love-ok.ru,XED,Sex Education,2014-04-15,citizenlab,
love-ok.ru?id=4,XED,Sex Education,2014-04-15,citizenlab,
love.australia.ru,DATE,Online Dating,2014-04-15,citizenlab,
lubovy.ru,DATE,Online Dating,2014-04-15,citizenlab,
mahamudra.ru,REL,Religion,2014-04-15,citizenlab,
mail.ru,NEWS,News Media,2014-04-15,citizenlab,
mamba.ru,DATE,Online Dating,2014-04-15,citizenlab,
mashina.org,NEWS,News Media,2014-04-15,citizenlab,
materi.ru,POLR,Political Criticism,2014-04-15,citizenlab,
mchost.ru,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
med2000.ru,XED,Sex Education,2014-04-15,citizenlab,
medinkur.ru,XED,Sex Education,2014-04-15,citizenlab,
mega-intell.ru,COMM,E-commerce,2014-04-15,citizenlab,
mega-intell.ruTorgtorgzak.htm,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
megaregion.narod.ru,POLR,Political Criticism,2014-04-15,citizenlab,
memo.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
mhg.ru,POLR,Political Criticism,2014-04-15,citizenlab,
mideast.ru,NEWS,News Media,2014-04-15,citizenlab,
migrant.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
militaryphotos.net,NEWS,News Media,2014-04-15,citizenlab,
minjust.net,NEWS,News Media,2014-04-15,citizenlab,
mirror-weekly.com,NEWS,News Media,2014-04-15,citizenlab,
mirzayanov.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,
mk.rupoliticsarticle20120120662683-feministok-zaderzhali-na-krasnoy-ploschadi.html,NEWS,News Media,2014-04-15,citizenlab,
moepravo.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,
mosclinic.ru,XED,Sex Education,2014-04-15,citizenlab,
moscowpride.ru,LGBT,LGBT,2014-04-15,citizenlab,
mospat.ru,REL,Religion,2014-04-15,citizenlab,
msnbc.msn.com,NEWS,News Media,2014-04-15,citizenlab,
mterra.ru,COMM,E-commerce,2014-04-15,citizenlab,
mterra.rusosdrugs,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
muz1.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
mydarling.ru,DATE,Online Dating,2014-04-15,citizenlab,
mysites.ru,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
mysites.rufull_desc.php?sid=56,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,
namarsh.ru,POLR,Political Criticism,2014-04-15,citizenlab,
narkop.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
narkotiki.name,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
narkotiki.ru,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
nashe.ru,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
national-socialist.tk,HATE,Hate Speech,2014-04-15,citizenlab,
nazbol.ru,POLR,Political Criticism,2014-04-15,citizenlab,
nazlobu.ru,NEWS,News Media,2014-04-15,citizenlab,
nbp-info.ru,POLR,Political Criticism,2014-04-15,citizenlab,
nbpiter.org,POLR,Political Criticism,2014-04-15,citizenlab,
ndsm.ru,POLR,Political Criticism,2014-04-15,citizenlab,
nelegal.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
netman.ru,COMT,Communication Tools,2014-04-15,citizenlab,
netoteka.ru,SRCH,Search Engines,2014-04-15,citizenlab,
neweurasia.ru,NEWS,News Media,2014-04-15,citizenlab,
newmail.ru,COMT,Communication Tools,2014-04-15,citizenlab,
newsru.com,NEWS,News Media,2014-04-15,citizenlab,
newyorker.com,NEWS,News Media,2014-04-15,citizenlab,
nextmail.ru,COMT,Communication Tools,2014-04-15,citizenlab,
ng.ru,NEWS,News Media,2014-04-15,citizenlab,
nobribes.org,NEWS,News Media,2014-04-15,citizenlab,
nodrugs.ru,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
nosochi2014.comarticles1864-2014-circassian-genocide-olympics.php,HUMR,Human Rights Issues,2014-04-15,citizenlab,
nosochi2014.comindex.php,HUMR,Human Rights Issues,2014-04-15,citizenlab,
novayagazeta.ru,NEWS,News Media,2014-04-15,citizenlab,
novayagazeta.ruarts50062.html,NEWS,News Media,2014-04-15,citizenlab,
novayagazeta.rusociety50668.html,NEWS,News Media,2014-04-15,citizenlab,
novorosinform.org,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
novoross.info,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
novorossia.org,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
npr.org20120208146581790in-russia-punk-rock-riot-girls-rage-against-putin,NEWS,News Media,2014-04-15,citizenlab,
nso-corpus.info,POLR,Political Criticism,2014-04-15,citizenlab,
ntv.ru,NEWS,News Media,2014-04-15,citizenlab,
ntvmir.ntv.ru,NEWS,News Media,2017-10-16,igorv,
nuruddin-info.blogspot.com,MILX,Terrorism and Militants,2014-04-15,citizenlab,
oborona.org,POLR,Political Criticism,2014-04-15,citizenlab,
obozrevatel.com,NEWS,News Media,2014-04-15,citizenlab,
obozrevatel.com,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
ogoniok.com,NEWS,News Media,2014-04-15,citizenlab,
onlinecasinos.ru,GMB,Gambling,2014-04-15,citizenlab,
openspace.ruarteventsdetails31781,NEWS,News Media,2014-04-15,citizenlab,
orbita.dn.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
ortho-rus.ru,REL,Religion,2014-04-15,citizenlab,
osi.ru,NEWS,News Media,2014-04-15,citizenlab,
ostro.org,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
osw.waw.pl,NEWS,News Media,2014-04-15,citizenlab,
owl.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
owl.ruwinwomensistersindex.htm,HUMR,Human Rights Issues,2014-04-15,citizenlab,
partypoker.net,GMB,Gambling,2014-04-15,citizenlab,
passion.ru,XED,Sex Education,2014-04-15,citizenlab,
perevedem.ru,COMT,Communication Tools,2014-04-15,citizenlab,
pkk.org,MILX,Terrorism and Militants,2014-04-15,citizenlab,
poehali.tv,NEWS,News Media,2018-05-28,ksenia,Order of the President of Ukraine 126
poiskovik.net,SRCH,Search Engines,2014-04-15,citizenlab,
polit.ru,NEWS,News Media,2014-04-15,citizenlab,
politbomond.com.ua,NEWS,News Media,2014-04-15,citizenlab,
politnavigator.net,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
pora.org.ua,POLR,Political Criticism,2014-04-15,citizenlab,
poralviv.org,POLR,Political Criticism,2014-04-15,citizenlab,
porjati.net,MMED,Media sharing,2014-04-15,citizenlab,
pornocd.ru,PORN,Pornography,2014-04-15,citizenlab,
pornofiles.ru,PORN,Pornography,2014-04-15,citizenlab,
postsovet.rublog,NEWS,News Media,2014-04-15,citizenlab,
prastitutki.ru,PORN,Pornography,2014-04-15,citizenlab,
pravda-tv.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
pravda.com.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
pravda.info,POLR,Political Criticism,2014-04-15,citizenlab,
pravdabeslana.ru,NEWS,News Media,2014-04-15,citizenlab,
prison.org,POLR,Political Criticism,2014-04-15,citizenlab,
promptnews.info,NEWS,News Media,2014-04-15,citizenlab,
protivdiktata.ru,POLR,Political Criticism,2014-04-15,citizenlab,
publicverdict.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,
putin-itogi.ru,NEWS,News Media,2014-04-15,citizenlab,
pytki.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
radikaly.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
radiomayak.ru,NEWS,News Media,2014-04-15,citizenlab,
radosvet.net,REL,Religion,2014-04-15,citizenlab,
ravenstvo.org,POLR,Political Criticism,2014-04-15,citizenlab,
razom.org.ua,NEWS,News Media,2014-04-15,citizenlab,
rbc.ru,NEWS,News Media,2014-04-15,citizenlab,
rbc.ru,NEWS,News Media,2018-02-23,igorv,
refugee.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
regnum.ru,NEWS,News Media,2014-04-15,citizenlab,
religio.ru,REL,Religion,2014-04-15,citizenlab,
resistance88.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,
reuters.com,NEWS,News Media,2014-04-15,citizenlab,
reuters.comarticle20100321russia-olympics-protest-iduslde62k02s20100321,NEWS,News Media,2014-04-15,citizenlab,
rg.ru,NEWS,News Media,2014-04-15,citizenlab,
rian.ru,NEWS,News Media,2014-04-15,citizenlab,
rian.rublogs,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,
risu.org.ua,REL,Religion,2014-04-15,citizenlab,
rlinfo.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
rodina.ru,POLR,Political Criticism,2014-04-15,citizenlab,
rp-lnr.ru,NEWS,News Media,2017-12-12,OONI,Included in blocklist: inau.uasitesdefaultfilesfile1711vhidnyy_no_243_vid_28.11.2017.pdf
rprf.ru,POLR,Political Criticism,2014-04-15,citizenlab,
rufront.ru,POLR,Political Criticism,2014-04-15,citizenlab,
ruleoflaw.ru,POLR,Political Criticism,2014-04-15,citizenlab,
ruscrimea.ru,NEWS,News Media,2018-02-23,igorv,
rusemb.org.uk,NEWS,News Media,2014-04-15,citizenlab,
rusglobus.net,NEWS,News Media,2014-04-15,citizenlab,
rusref.nm.ru,POLR,Political Criticism,2014-04-15,citizenlab,
russ.ru,NEWS,News Media,2014-04-15,citizenlab,
russiafreedomfund.org,LGBT,LGBT,2014-04-15,citizenlab,
russiajournal.com,NEWS,News Media,2014-04-15,citizenlab,
russiancasino.com,GMB,Gambling,2014-04-15,citizenlab,
russiancasino.ru,GMB,Gambling,2014-04-15,citizenlab,
russianopengames.ru,LGBT,LGBT,2014-04-15,citizenlab,
russianorthodoxchurch.ws,REL,Religion,2014-04-15,citizenlab,
rustrana.ru,POLR,Political Criticism,2014-04-15,citizenlab,
samsunggalaxynote2.info,COMM,E-commerce,2014-04-15,citizenlab,
satanism.ru,REL,Religion,2014-04-15,citizenlab,
satanistsite.narod.ru,REL,Religion,2014-04-15,citizenlab,
scepsis.ru,CULTR,Culture,2014-04-15,citizenlab,
seedjah.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,
segodnya.ua,NEWS,News Media,2017-09-28,igorv,Blocked in Eastern Ukraine
seprava.ru,HUMR,Human Rights Issues,2014-04-15,citizenlab,
