URL,TTL,Response_Message
39.net,0,"traceroute to 39.net (219.238.238.42), 50 hops max, 60 byte packets
"
39.net,1," 1  45.9.236.1.deltahost-ptr (45.9.236.1)  0.623 ms  0.594 ms  0.612 ms
"
39.net,2," 2  v1045.cs-krasn100.kv.wnet.ua (92.60.186.62)  0.555 ms  0.578 ms  0.618 ms
"
39.net,3," 3  100.64.65.25 (100.64.65.25)  7.781 ms  7.767 ms *
"
39.net,4," 4  100.64.64.141 (100.64.64.141)  30.334 ms  29.909 ms  30.353 ms
"
39.net,5," 5  81.173.22.17 (81.173.22.17)  32.982 ms  32.966 ms  32.936 ms
"
39.net,6," 6  202.97.99.157 (202.97.99.157)  191.262 ms  190.482 ms  190.454 ms
"
39.net,7," 7  202.97.85.41 (202.97.85.41)  184.174 ms  186.735 ms  186.711 ms
"
39.net,8," 8  202.97.48.241 (202.97.48.241)  198.456 ms  202.796 ms  203.125 ms
"
39.net,9," 9  * * *
"
39.net,10,"10  * * *
"
39.net,11,"11  * * *
"
39.net,12,"12  * * 218.241.244.2 (218.241.244.2)  210.896 ms
"
39.net,13,"13  218.241.255.250 (218.241.255.250)  196.507 ms  196.507 ms *
"
39.net,14,"14  124.202.11.126 (124.202.11.126)  262.456 ms *  261.894 ms
"
39.net,15,"15  * * *
"
39.net,16,"16  219.238.238.42 (219.238.238.42)  207.909 ms !X  207.698 ms !X  207.650 ms !X
"
