URL,TTL,Response_Message
twitter.comrulgbtnet,0,"twitter.comrulgbtnet: Name or service not known
"
twitter.comrulgbtnet,1,"Cannot handle ""host"" cmdline arg `twitter.comrulgbtnet' on position 1 (argc 4)
"
